bhk,locality,Price,sqft,status,Possession,price_per_sqft,Age_old,bath
1,Wagholi,27 L,667,Under Construction,Possession by Nov 2021,"4,047 / sq ft",,1
2,Tathawade,50 L,972,Under Construction,Possession by Mar 2023,"5,144 / sq ft",,2
2,Balewadi,75.99 L,985,Under Construction,,"7,714 / sq ft",,2
2,Hinjewadi,51 L,960,Ready to move,,"5,312 / sq ft",10,2
2,Ravet,57.19 L,981,Under Construction,Possession by Oct 2023,"5,830 / sq ft",,2
2,Hinjewadi,69.5 L,1012,Under Construction,Possession by Dec 2020,"6,867 / sq ft",,2
2,Wagholi,37.5 L,988,Under Construction,Possession by Nov 2021,"3,795 / sq ft",,2
2,Ravet,69.76 L,1063,Under Construction,Possession by Nov 2023,"6,563 / sq ft",,2
1,Hadapsar,37 L,776,Ready to move,,"4,768 / sq ft",,1
2,Ravet,57.19 L,981,Under Construction,Possession by Oct 2023,"5,830 / sq ft",,2
2,Hadapsar,74 L,960,Ready to move,,"7,708 / sq ft",5,2
1,Bavdhan,41 L,716,Under Construction,Possession by May 2021,"5,726 / sq ft",,1
3,Bavdhan,85 L,1520,Under Construction,Possession by Aug 2022,"5,592 / sq ft",,3
3,Bavdhan,88 L,1610,Under Construction,,"5,465 / sq ft",,3
3,Bavdhan,99 L,1484,Ready to move,,"6,671 / sq ft",,3
3,Bavdhan,99 L,1498,Ready to move,,"6,608 / sq ft",1,3
1,Wakad,61.5 L,1039,Under Construction,Possession by Jan 2023,"5,919 / sq ft",,2
3,Baner,1.15 Cr,1525,Under Construction,Possession by Jun 2023,"7,540 / sq ft",,3
2,NIBM Annex Mohammadwadi,69 L,1150,Under Construction,,"6,000 / sq ft",,2
2,Hinjewadi,55.5 L,850,Under Construction,Possession by May 2024,"6,529 / sq ft",,
2,Wakad,62.5 L,661,Under Construction,,"9,455 / sq ft",,2
2,Hinjewadi,61.5 L,1027,Ready to move,,"5,988 / sq ft",,2
3,Hinjewadi,75 L,1160,Under Construction,Possession by May 2021,"6,465 / sq ft",,3
2,NIBM Annex Mohammadwadi,68 L,1150,Under Construction,,"5,913 / sq ft",,2
1,Hadapsar,27 L,580,Ready to move,,"4,655 / sq ft",9,1
3,Baner,1.45 Cr,1930,Under Construction,Possession by May 2024,"7,512 / sq ft",,3
2,Baner,85 L,1250,Ready to move,,"6,800 / sq ft",8,2
2,Hadapsar,47 L,900,Ready to move,,"5,222 / sq ft",8,2
2,NIBM Annex Mohammadwadi,67 L,1150,Under Construction,,"5,826 / sq ft",,2
2,Baner,89 L,1132,Under Construction,Possession by May 2024,"7,862 / sq ft",,2
2,Hinjewadi,47.64 L,513,Under Construction,Possession by Nov 2021,"9,306 / sq ft",,
2,Balewadi,69.14 L,685,Under Construction,Possession by Nov 2025,"10,108 / sq ft",,
3,Balewadi,76.51 L,873,Under Construction,Possession by Nov 2025,"8,775 / sq ft",,
2,Hinjewadi,47.24 L,509,Under Construction,Possession by Nov 2021,"9,300 / sq ft",,
2,Hinjewadi,47.8 L,515,Under Construction,Possession by Nov 2021,"9,301 / sq ft",,
2,Hinjewadi,48.11 L,518,Under Construction,Possession by Nov 2021,"9,307 / sq ft",,
2,Katraj Kondhwa Rd,60 L,970,Ready to move,,"6,185 / sq ft",3,2
3,Kolte Patil,1.05 Cr,1450,Ready to move,,"7,241 / sq ft",3,3
1,Vidnyan Nagar Society,43 L,620,Ready to move,,"6,935 / sq ft",1,1
1,Bavdhan Road,37 L,650,Ready to move,,"5,692 / sq ft",3,1
3,Keshav Nagar,55.99 L,1054,Under Construction,Possession by Dec 1899,"5,312 / sq ft",,2
2,Vidnyan Nagar Society,58 L,985,Ready to move,,"5,888 / sq ft",1,2
2,Baner Road,64 L,1036,Under Construction,Possession by Dec 1899,"6,177 / sq ft",,2
1,Vidnyan Nagar Society,30 L,585,Ready to move,,"5,128 / sq ft",1,1
2,Balewadi Phata,76.42 L,1200,Under Construction,Possession by Dec 1899,"6,368 / sq ft",,2
2,Vidnyan Nagar Road,72 L,1250,Ready to move,,"5,760 / sq ft",4,2
3,Balewadi Phata,1.07 Cr,1300,Under Construction,Possession by Dec 1899,"8,230 / sq ft",,3
1,Baramati,32 L,590,Ready to move,,"5,423 / sq ft",121,1
1,Eon IT Park Road,42 L,456,Under Construction,Possession by Dec 1899,"9,210 / sq ft",,1
1,Dhole Patil Road,32 L,592,Ready to move,,"5,405 / sq ft",4,1
1,Wagholi,30 L,1100,Under Construction,Possession by Dec 1899,"2,727 / sq ft",,1
2,Wagholi,40.29 L,1200,Under Construction,Possession by Dec 1899,"3,357 / sq ft",,2
1,Dhole Patil Road,30 L,590,Ready to move,,"5,084 / sq ft",4,1
2,Wagholi,56.66 L,807,Under Construction,Possession by Dec 1899,"7,021 / sq ft",,2
1,Kesnand Road,26.46 L,366,Under Construction,Possession by Dec 1899,"7,229 / sq ft",,1
2,kesnand,33.98 L,500,Under Construction,Possession by Dec 1899,"6,796 / sq ft",,2
2,kesnand,44.09 L,723,Under Construction,Possession by Dec 1899,"6,098 / sq ft",,2
1,Keshav Nagar,42 L,1100,Under Construction,Possession by Dec 1899,"3,818 / sq ft",,1
1,Keshav Nagar,36.27 L,1100,Under Construction,Possession by Dec 1899,"3,297 / sq ft",,1
3,Keshav Nagar,63.49 L,1300,Under Construction,Possession by Dec 1899,"4,883 / sq ft",,3
3,Mahalunge,92.45 L,784,Under Construction,Possession by Jun 2025,"11,792 / sq ft",,
1,Hinjewadi,49.97 L,806,Ready to move,,"6,200 / sq ft",0,1
2,Hinjewadi,85.06 L,1372,Ready to move,,"6,200 / sq ft",0,
3,Hinjewadi,71.79 L,1158,Ready to move,,"6,200 / sq ft",0,
2,Hinjewadi,84.32 L,1360,Ready to move,,"6,200 / sq ft",0,
1,Hinjewadi,49.47 L,798,Ready to move,,"6,200 / sq ft",0,1
1,Hinjewadi,41.35 L,667,Ready to move,,"6,200 / sq ft",0,1
5,Hinjewadi,1.87 Cr,3030,Ready to move,,"6,200 / sq ft",0,5
1,Hinjewadi,42.03 L,678,Ready to move,,"6,200 / sq ft",0,
1,Hinjewadi,35.89 L,579,Ready to move,,"6,200 / sq ft",0,
3,Dhanori,98.37 L,1006,Under Construction,Possession by Apr 2023,"9,778 / sq ft",,
3,Dhanori,69.28 L,963,Under Construction,Possession by Apr 2023,"7,194 / sq ft",,
2,Dhanori,56.82 L,714,Under Construction,Possession by Apr 2023,"7,957 / sq ft",,
2,Dhanori,55.73 L,731,Under Construction,Possession by Apr 2023,"7,623 / sq ft",,
1,Bhugaon,42 L,671,Ready to move,,"6,259 / sq ft",,1
1,Bhugaon,36 L,640,Ready to move,,"5,625 / sq ft",,1
2,Wagholi,53.78 L,765,Under Construction,Possession by Nov 2023,"7,031 / sq ft",,
3,Manjari,72.59 L,725,Under Construction,Possession by Mar 2025,"10,027 / sq ft",,
2,Tathawade,51.7 L,517,Under Construction,Possession by Nov 2022,"10,000 / sq ft",,
3,Mundhwa,85.39 L,877,Under Construction,Possession by Aug 2023,"9,736 / sq ft",,
3,Kharadi,1.1 Cr,929,Under Construction,Possession by Aug 2022,"11,940 / sq ft",,
2,Sus,79.56 L,1047,Under Construction,Possession by Nov 2022,"7,607 / sq ft",,
3,Sus,1.77 Cr,2339,Under Construction,Possession by Nov 2022,"7,576 / sq ft",,
2,Ravet,62.35 L,573,Under Construction,Possession by May 2022,"10,882 / sq ft",,
2,Sus,83.59 L,1106,Under Construction,Possession by Nov 2022,"7,558 / sq ft",,
4,Sus,1.73 Cr,2284,Under Construction,Possession by Nov 2022,"7,591 / sq ft",,
2,Manjari,50.17 L,505,Under Construction,Possession by Mar 2025,"9,956 / sq ft",,
3,Sus,1.26 Cr,1674,Under Construction,Possession by Nov 2022,"7,558 / sq ft",,
2,Hinjewadi,54.57 L,592,Under Construction,Possession by Jun 2024,"9,234 / sq ft",,
2,Tathawade,53.3 L,533,Under Construction,Possession by Nov 2022,"10,000 / sq ft",,
2,Hinjewadi,57.44 L,613,Under Construction,Possession by Jun 2024,"9,387 / sq ft",,
2,Mundhwa,76.31 L,707,Under Construction,Possession by Aug 2023,"10,809 / sq ft",,
2,Hinjewadi,53.94 L,585,Under Construction,Possession by Jun 2024,"9,222 / sq ft",,
2,Kharadi,78.21 L,634,Under Construction,Possession by Aug 2022,"12,337 / sq ft",,
2,Ravet,59.22 L,539,Under Construction,Possession by May 2022,"10,987 / sq ft",,
2,Hinjewadi,54.53 L,591,Under Construction,Possession by Jun 2024,"9,227 / sq ft",,
3,Hinjewadi,74.95 L,752,Under Construction,Possession by Dec 2024,"9,967 / sq ft",,
2,Hinjewadi,64.08 L,654,Under Construction,Possession by Dec 2024,"9,799 / sq ft",,
3,Hinjewadi,72.02 L,722,Under Construction,Possession by Dec 2024,"9,975 / sq ft",,
2,Hinjewadi,63.42 L,647,Under Construction,Possession by Dec 2024,"9,802 / sq ft",,
3,Hinjewadi,83.99 L,842,Under Construction,Possession by Dec 2024,"9,976 / sq ft",,
3,Hinjewadi,85.99 L,913,Under Construction,Possession by Dec 2024,"9,418 / sq ft",,
2,Hinjewadi,57.31 L,551,Under Construction,Possession by Dec 2024,"10,401 / sq ft",,
2,Dhanori,52.99 L,675,Under Construction,Possession by May 2024,"7,863 / sq ft",,
3,Dhanori,70.99 L,836,Under Construction,Possession by May 2024,"8,492 / sq ft",,
2,Bhugaon,75 L,1230,Ready to move,,"6,097 / sq ft",,2
3,Bhugaon,95 L,1470,Ready to move,,"6,462 / sq ft",,2
4,Bhugaon,1.3 Cr,2041,Ready to move,,"6,369 / sq ft",,4
2,Bhugaon,59.99 L,920,Ready to move,,"6,521 / sq ft",,2
3,Mahalunge,99.82 L,834,Under Construction,Possession by Jun 2025,"11,968 / sq ft",,
2,Mahalunge,64.5 L,572,Under Construction,Possession by Jun 2025,"11,276 / sq ft",,
2,Mahalunge,51.57 L,509,Under Construction,Possession by Jun 2025,"10,131 / sq ft",,
2,Mahalunge,61 L,571,Under Construction,Possession by Jun 2025,"10,683 / sq ft",,
3,Mahalunge,94.67 L,839,Under Construction,Possession by Jun 2025,"11,283 / sq ft",,
2,Mahalunge,52.67 L,517,Under Construction,Possession by Jun 2025,"10,209 / sq ft",,
2,Mahalunge,55.08 L,530,Under Construction,Possession by Jun 2025,"10,392 / sq ft",,
3,Ravet,74.11 L,642,Under Construction,Possession by May 2022,"11,544 / sq ft",,
3,Manjari,72.59 L,725,Under Construction,Possession by Mar 2025,"10,027 / sq ft",,
2,Mundhwa,64.99 L,602,Under Construction,Possession by Aug 2023,"10,815 / sq ft",,
3,Kharadi,91.99 L,798,Under Construction,Possession by Nov 2023,"11,542 / sq ft",,
3,Hinjewadi,91.99 L,1017,Under Construction,Possession by Nov 2022,"9,045 / sq ft",,
2,Kharadi,77.97 L,632,Under Construction,Possession by Aug 2022,"12,337 / sq ft",,
2,Baner,73 L,885,Under Construction,Possession by Nov 2023,"8,249 / sq ft",,
2,Tathawade,55.44 L,531,Under Construction,Possession by Aug 2025,"10,442 / sq ft",,
2,Kharadi,77.03 L,658,Under Construction,Possession by Nov 2023,"11,706 / sq ft",,
2,Ravet,62.5 L,529,Under Construction,Possession by May 2022,"11,815 / sq ft",,
3,Manjari,72.59 L,724,Under Construction,Possession by Mar 2025,"10,041 / sq ft",,
3,Mundhwa,84.99 L,873,Under Construction,Possession by Aug 2023,"9,736 / sq ft",,
2,Hinjewadi,63 L,721,Under Construction,Possession by Nov 2022,"8,737 / sq ft",,
3,Baner,96.99 L,1118,Under Construction,Possession by Nov 2023,"8,676 / sq ft",,
3,Kharadi,1.09 Cr,921,Under Construction,Possession by Aug 2022,"11,940 / sq ft",,
2,Manjari,50.17 L,526,Under Construction,Possession by Mar 2025,"9,539 / sq ft",,
3,Ravet,71.26 L,635,Under Construction,Possession by May 2022,"11,223 / sq ft",,
2,Kharadi,78.2 L,668,Under Construction,Possession by Nov 2023,"11,706 / sq ft",,
2,Hinjewadi,59.99 L,688,Under Construction,Possession by Nov 2022,"8,719 / sq ft",,
3,Baner,90 L,1092,Under Construction,Possession by Nov 2023,"8,242 / sq ft",,
2,Ravet,83 L,1192,Under Construction,Possession by May 2023,"6,963 / sq ft",,2
3,Hinjewadi,90 L,1154,Under Construction,Possession by Dec 2020,"7,798 / sq ft",,2
3,Balewadi,1.35 Cr,1641,Under Construction,,"8,226 / sq ft",,3
2,Balewadi,92 L,1159,Under Construction,,"7,937 / sq ft",,2
2,Wakad,66.55 L,994,Under Construction,Possession by Nov 2024,"6,695 / sq ft",,2
2,Wakad,61.82 L,961,Under Construction,Possession by Oct 2021,"6,433 / sq ft",,2
2,Hinjewadi,39.83 L,573,Ready to move,,"6,952 / sq ft",0,
2,Hinjewadi,39.69 L,571,Ready to move,,"6,952 / sq ft",0,
3,Hinjewadi,49.15 L,707,Ready to move,,"6,952 / sq ft",0,
2,Hinjewadi,40.04 L,576,Ready to move,,"6,952 / sq ft",0,
3,Hinjewadi,49.28 L,709,Ready to move,,"6,952 / sq ft",0,
2,Hinjewadi,39.48 L,568,Ready to move,,"6,952 / sq ft",0,
3,Hinjewadi,43.03 L,619,Ready to move,,"6,952 / sq ft",0,
2,Hinjewadi,35.66 L,513,Ready to move,,"6,952 / sq ft",0,
2,Hinjewadi,35.59 L,512,Ready to move,,"6,952 / sq ft",0,
2,Hinjewadi,36.08 L,519,Ready to move,,"6,952 / sq ft",0,
2,Hinjewadi,36.01 L,518,Ready to move,,"6,952 / sq ft",0,
3,Hinjewadi,42.96 L,618,Ready to move,,"6,952 / sq ft",0,
2,Baner,62.34 L,699,Under Construction,Possession by Dec 2025,"8,919 / sq ft",,
2,Hinjewadi,35.94 L,517,Ready to move,,"6,952 / sq ft",0,
2,Hinjewadi,44.19 L,560,Under Construction,Possession by Jun 2024,"7,891 / sq ft",,
1,Hinjewadi,32.04 L,394,Under Construction,Possession by Jun 2024,"8,154 / sq ft",,
5,Moshi,3.25 Cr,3800,Ready to move,,"8,552 / sq ft",,4
2,Wakad,75 L,1040,Ready to move,,"7,211 / sq ft",3,2
2,Wakad,70 L,1000,Ready to move,,"7,000 / sq ft",3,2
1,Thergaon,44 L,640,Ready to move,,"6,875 / sq ft",0,1
2,Thergaon,60 L,1000,Under Construction,,"6,000 / sq ft",,2
2,Rahatani,70 L,1000,Under Construction,Possession by May 2023,"7,000 / sq ft",,2
2,Rahatani,76 L,1100,Under Construction,,"6,909 / sq ft",,2
2,Rahatani,70 L,1000,Under Construction,,"7,000 / sq ft",,2
2,Rahatani,48 L,800,Ready to move,,"6,000 / sq ft",9,2
2,Tathawade,67 L,995,Ready to move,,"6,733 / sq ft",7,2
1,Ravet,29.1 L,331,Under Construction,Possession by Oct 2025,"8,821 / sq ft",,
3,Tathawade,1.05 Cr,1500,Ready to move,,"7,000 / sq ft",,3
2,Ravet,42.5 L,473,Under Construction,Possession by Oct 2025,"9,006 / sq ft",,
2,Tathawade,69 L,1195,Ready to move,,"5,774 / sq ft",3,2
1,Thergaon,30 L,650,Ready to move,,"4,615 / sq ft",,1
2,Tathawade,69 L,1195,Ready to move,,"5,774 / sq ft",3,2
2,Tathawade,52 L,1000,Under Construction,Possession by Dec 2022,"5,200 / sq ft",,2
2,Tathawade,60 L,950,Under Construction,Possession by Dec 2022,"6,315 / sq ft",,2
2,Tathawade,68.03 L,748,Under Construction,Possession by Jul 2022,"9,095 / sq ft",,
2,Tathawade,67.69 L,730,Under Construction,Possession by Jul 2022,"9,273 / sq ft",,
2,Tathawade,70.92 L,782,Under Construction,Possession by Jul 2022,"9,069 / sq ft",,
2,Tathawade,68.74 L,742,Under Construction,Possession by Jul 2022,"9,264 / sq ft",,
3,Tathawade,76.08 L,845,Under Construction,Possession by Dec 2022,"9,014 / sq ft",,
2,Tathawade,68.76 L,743,Under Construction,Possession by Dec 2022,"9,268 / sq ft",,
2,Tathawade,67.93 L,746,Under Construction,Possession by Dec 2022,"9,106 / sq ft",,
2,Chikhali,43 L,981,Under Construction,Possession by Aug 2021,"4,383 / sq ft",,2
3,Baner,1.25 Cr,1440,Under Construction,Possession by May 2025,"8,680 / sq ft",,3
2,Baner,85 L,985,Under Construction,Possession by May 2025,"8,629 / sq ft",,2
2,Wakad,57 L,911,Under Construction,Possession by Dec 2022,"6,256 / sq ft",,2
3,Mundhwa,89 L,1047,Under Construction,Possession by Mar 2024,"8,500 / sq ft",,
2,Mundhwa,61 L,692,Under Construction,Possession by Mar 2024,"8,815 / sq ft",,
2,Mundhwa,75 L,859,Under Construction,Possession by Mar 2024,"8,731 / sq ft",,
3,Mundhwa,95 L,1120,Under Construction,Possession by Mar 2024,"8,482 / sq ft",,2
2,Mundhwa,49.5 L,651,Under Construction,Possession by Mar 2024,"7,603 / sq ft",,
2,Mundhwa,64 L,733,Under Construction,Possession by Mar 2024,"8,731 / sq ft",,
2,Mundhwa,71.5 L,814,Under Construction,Possession by Mar 2024,"8,783 / sq ft",,
2,Mundhwa,66.5 L,765,Under Construction,Possession by Mar 2024,"8,692 / sq ft",,
2,Dhanori,50 L,1450,Ready to move,,"3,448 / sq ft",4,2
3,Hinjewadi,69.76 L,724,Under Construction,Possession by Nov 2023,"9,635 / sq ft",,
2,Wakad,41.73 L,589,Under Construction,Possession by May 2024,"7,085 / sq ft",,
2,Undri,62.55 L,640,Ready to move,,"9,774 / sq ft",7,
2,Manjari,56.19 L,547,Under Construction,Possession by Feb 2025,"10,274 / sq ft",,
2,Hinjewadi,48.33 L,485,Under Construction,Possession by Nov 2023,"9,966 / sq ft",,
2,Wakad,55.75 L,787,Under Construction,Possession by May 2024,"7,085 / sq ft",,
2,Undri,61.67 L,631,Ready to move,,"9,789 / sq ft",7,
3,Manjari,76.69 L,790,Under Construction,Possession by Feb 2025,"9,720 / sq ft",,
2,Hinjewadi,47.84 L,480,Under Construction,Possession by Nov 2023,"9,967 / sq ft",,
1,Undri,34.5 L,644,Ready to move,,"5,357 / sq ft",0,1
2,Wakad,55.68 L,786,Under Construction,Possession by May 2024,"7,085 / sq ft",,
2,Undri,69.59 L,712,Ready to move,,"9,787 / sq ft",7,
2,Manjari,61.49 L,599,Under Construction,Possession by Feb 2025,"10,265 / sq ft",,
2,Hinjewadi,51.75 L,519,Under Construction,Possession by Nov 2023,"9,971 / sq ft",,
2,Undri,70.07 L,717,Ready to move,,"9,774 / sq ft",7,
2,Wakad,50.44 L,712,Under Construction,Possession by May 2024,"7,085 / sq ft",,
2,Manjari,57.86 L,564,Under Construction,Possession by Feb 2025,"10,278 / sq ft",,
2,Hinjewadi,51.6 L,517,Under Construction,Possession by Nov 2023,"9,981 / sq ft",,
2,Undri,60.2 L,616,Ready to move,,"9,774 / sq ft",7,
2,Wakad,55.54 L,784,Under Construction,Possession by May 2024,"7,085 / sq ft",,
2,Thergaon,54 L,1000,Ready to move,,"5,400 / sq ft",,
2,Wakad,58 L,950,Ready to move,,"6,105 / sq ft",5,2
1,Wakad,45 L,700,Ready to move,,"6,428 / sq ft",5,2
2,Thergaon,50 L,900,Ready to move,,"5,555 / sq ft",10,2
2,Wakad,58 L,850,Under Construction,,"6,823 / sq ft",,2
2,Wakad,58 L,850,Under Construction,,"6,823 / sq ft",,2
2,Wakad,60 L,950,Under Construction,Possession by Oct 2021,"6,315 / sq ft",,2
2,Wakad,65 L,1000,Under Construction,Possession by May 2027,"6,500 / sq ft",,2
2,Wakad,65 L,950,Under Construction,Possession by Feb 2023,"6,842 / sq ft",,2
3,Thergaon,85 L,1200,Ready to move,,"7,083 / sq ft",4,2
2,Sus,54.5 L,950,Under Construction,Possession by Dec 2022,"5,736 / sq ft",,2
2,Thergaon,72 L,1100,Ready to move,,"6,545 / sq ft",4,2
2,Thergaon,55 L,750,Ready to move,,"7,333 / sq ft",6,1
2,Thergaon,60 L,965,Ready to move,,"6,217 / sq ft",0,2
3,Bhugaon,75 L,1300,Ready to move,,"5,769 / sq ft",,2
3,Bhugaon,1.4 Cr,1740,Ready to move,,"8,045 / sq ft",,2
3,Bhugaon,1.4 Cr,1930,Ready to move,,"7,253 / sq ft",,3
2,Bhugaon,72 L,1200,Ready to move,,"6,000 / sq ft",,2
2,Bhugaon,62 L,920,Ready to move,,"6,739 / sq ft",,2
2,Bhugaon,65 L,920,Ready to move,,"7,065 / sq ft",,2
2,Wagholi,45 L,1125,Ready to move,,"4,000 / sq ft",4,
2,Mundhwa,68.7 L,792,Under Construction,Possession by May 2022,"8,674 / sq ft",,2
3,Manjari,80.02 L,824,Under Construction,Possession by Feb 2025,"9,712 / sq ft",,
2,Hinjewadi,71.25 L,627,Ready to move,,"11,364 / sq ft",1,
1,Mundhwa,44.15 L,472,Under Construction,Possession by May 2022,"9,353 / sq ft",,
3,Manjari,76.59 L,789,Under Construction,Possession by Feb 2025,"9,720 / sq ft",,
2,Hinjewadi,67.5 L,594,Ready to move,,"11,364 / sq ft",1,
2,Hinjewadi,60 L,528,Ready to move,,"11,363 / sq ft",1,
2,Manjari,63.29 L,677,Under Construction,Possession by Feb 2025,"9,350 / sq ft",,
1,Pimple Gurav,48 L,643,Ready to move,,"7,465 / sq ft",4,1
2,Dhayari,64 L,972,Ready to move,,"6,584 / sq ft",5,2
1,Nanded,39 L,600,Ready to move,,"6,500 / sq ft",,1
3,Baner,1.69 Cr,1181,Under Construction,Possession by Dec 1899,"14,309 / sq ft",,
3,Baner,2.47 Cr,1740,Under Construction,Possession by Dec 1899,"14,195 / sq ft",,
3,Baner,1.99 Cr,1364,Under Construction,Possession by Dec 1899,"14,589 / sq ft",,
1,Wadgaon Sheri,65 L,900,Ready to move,,"7,222 / sq ft",7,2
4,Baner,4.16 Cr,2447,Under Construction,Possession by Dec 1899,"17,000 / sq ft",,
2,Bavdhan,75 L,900,Under Construction,Possession by Nov 2022,"8,333 / sq ft",,2
2,Tathawade,57 L,700,Under Construction,Possession by May 2021,"8,142 / sq ft",,2
2,Baner,71.5 L,945,Under Construction,,"7,566 / sq ft",,2
3,Wakad,1.29 Cr,1157,Under Construction,,"11,235 / sq ft",,
3,Wakad,1.18 Cr,1070,Under Construction,,"11,121 / sq ft",,
2,Wakad,68.12 L,568,Under Construction,Possession by Nov 2023,"12,014 / sq ft",,
2,Wakad,68.35 L,570,Under Construction,Possession by Nov 2023,"12,013 / sq ft",,
2,Wakad,68.05 L,567,Under Construction,Possession by Nov 2023,"12,003 / sq ft",,
2,Wakad,70.7 L,589,Under Construction,Possession by Nov 2023,"12,004 / sq ft",,
1,Wakad,49.67 L,414,Under Construction,Possession by Nov 2023,"12,028 / sq ft",,
2,Wakad,71.28 L,594,Under Construction,Possession by Nov 2023,"12,001 / sq ft",,
2,Wakad,71.37 L,595,Under Construction,Possession by Nov 2023,"12,016 / sq ft",,
2,Wakad,70.91 L,591,Under Construction,Possession by Nov 2023,"12,019 / sq ft",,
1,Wakad,49.57 L,413,Under Construction,Possession by Nov 2023,"12,003 / sq ft",,
1,Wakad,48.87 L,407,Under Construction,Possession by Nov 2023,"12,009 / sq ft",,
2,Wakad,71.66 L,597,Under Construction,Possession by Nov 2023,"12,003 / sq ft",,
1,Wakad,49.18 L,410,Under Construction,Possession by Nov 2023,"12,026 / sq ft",,
2,Wakad,67.91 L,566,Under Construction,Possession by Nov 2023,"12,020 / sq ft",,
2,Wakad,70.38 L,587,Under Construction,Possession by Nov 2023,"12,010 / sq ft",,
2,Wakad,67.81 L,565,Under Construction,Possession by Nov 2023,"12,002 / sq ft",,
1,Tathawade,35.49 L,282,Under Construction,Possession by Aug 2023,"12,585 / sq ft",,
2,Tathawade,67.23 L,573,Under Construction,Possession by Aug 2023,"11,733 / sq ft",,
2,Tathawade,65.52 L,559,Under Construction,Possession by Aug 2023,"11,743 / sq ft",,
1,Tathawade,34.19 L,272,Under Construction,Possession by Aug 2023,"12,616 / sq ft",,
2,Tathawade,63.1 L,538,Under Construction,Possession by Aug 2023,"11,729 / sq ft",,
2,Tathawade,62.9 L,536,Under Construction,Possession by Aug 2023,"11,735 / sq ft",,
2,Tathawade,66.71 L,569,Under Construction,Possession by Aug 2023,"11,745 / sq ft",,
1,Tathawade,38.45 L,306,Under Construction,Possession by Aug 2023,"12,609 / sq ft",,
2,Tathawade,61.55 L,525,Under Construction,Possession by Aug 2023,"11,746 / sq ft",,
2,Tathawade,55.99 L,478,Under Construction,Possession by Aug 2023,"11,740 / sq ft",,
1,Tathawade,43.11 L,343,Under Construction,Possession by Aug 2023,"12,608 / sq ft",,
2,Tathawade,58.04 L,495,Under Construction,Possession by Aug 2023,"11,726 / sq ft",,
1,Tathawade,39.38 L,313,Under Construction,Possession by Aug 2023,"12,621 / sq ft",,
2,Tathawade,65.01 L,554,Under Construction,Possession by Aug 2023,"11,735 / sq ft",,
1,Tathawade,32.99 L,262,Under Construction,Possession by Aug 2023,"12,595 / sq ft",,
3,Undri,65 L,1500,Ready to move,,"4,333 / sq ft",9,3
1,Undri,28.5 L,600,Under Construction,Possession by Apr 2023,"4,750 / sq ft",,1
2,Hadapsar,76 L,1075,Ready to move,,"7,069 / sq ft",121,2
2,Kharadi,90 L,1188,Ready to move,,"7,575 / sq ft",6,2
2,Kharadi,87 L,1168,Ready to move,,"7,448 / sq ft",6,2
2,Manjari,56 L,900,Ready to move,,"6,222 / sq ft",2,2
3,Manjari,65 L,1560,Ready to move,,"4,166 / sq ft",2,3
2,Hadapsar,68 L,884,Ready to move,,"7,692 / sq ft",4,2
3,Kharadi,85 L,1800,Ready to move,,"4,722 / sq ft",14,3
1,Manjari,36 L,615,Ready to move,,"5,853 / sq ft",3,1
2,Hadapsar,1.25 Cr,1089,Ready to move,,"11,478 / sq ft",2,2
2,Hadapsar,92 L,1070,Ready to move,,"8,598 / sq ft",121,2
2,Wakad,62.68 L,950,Under Construction,Possession by May 2027,"6,597 / sq ft",,2
1,Talegaon Dhamdhere,13.5 L,410,Ready to move,,"3,292 / sq ft",5,1
1,Ravet,36 L,550,Ready to move,,"6,545 / sq ft",,1
1,Dapodi,35 L,650,Ready to move,,"5,384 / sq ft",0,1
3,Charholi Budruk,75 L,1300,Under Construction,Possession by Apr 2024,"5,769 / sq ft",,3
2,Charholi Budruk,49 L,950,Under Construction,Possession by Apr 2024,"5,157 / sq ft",,2
2,Thergaon,69 L,890,Ready to move,,"7,752 / sq ft",7,2
2,Hadapsar,1.05 Cr,1217,Ready to move,,"8,627 / sq ft",9,2
3,Fursungi,83 L,1585,Ready to move,,"5,236 / sq ft",4,3
2,Manjari,48 L,965,Ready to move,,"4,974 / sq ft",11,1
2,Manjari,49 L,941,Ready to move,,"5,207 / sq ft",2,2
2,Wagholi,45 L,850,Ready to move,,"5,294 / sq ft",5,2
2,Undri,39.99 L,979,Under Construction,Possession by Apr 2023,"4,085 / sq ft",,2
3,Dhayari,1.22 Cr,1110,Ready to move,,"10,990 / sq ft",6,3
1,Karve Nagar,57 L,600,Ready to move,,"9,500 / sq ft",121,1
2,Kharadi,83.31 L,1113,Under Construction,Possession by Nov 2023,"7,485 / sq ft",,2
2,Kharadi,82 L,1100,Ready to move,,"7,454 / sq ft",,2
2,Kharadi,78 L,1250,Ready to move,,"6,240 / sq ft",6,2
2,Tathawade,70 L,1189,Under Construction,Possession by May 2026,"5,887 / sq ft",,2
2,Tathawade,64 L,1154,Under Construction,Possession by May 2026,"5,545 / sq ft",,2
3,Kondhwa,1.35 Cr,2000,Ready to move,,"6,750 / sq ft",5,3
2,NIBM Annex Mohammadwadi,55 L,1000,Ready to move,,"5,500 / sq ft",6,2
1,Hadapsar,30 L,562,Ready to move,,"5,338 / sq ft",9,1
3,Mahalunge,88 L,1000,Under Construction,Possession by May 2022,"8,800 / sq ft",,
3,Mahalunge,1.01 Cr,1112,Under Construction,Possession by May 2022,"9,082 / sq ft",,
